"Var1","Var2","Var3","Var4","value"
"A","D","A","B",16.0204131269925
"B","D","A","B",27.1826297755368
"C","D","A","B",25.0679029956242
"D","D","A","B",18.2918306418084
"E","D","A","B",12.464501377098
"F","D","A","B",17.1206006417539
"G","D","A","B",11.3051988187605
"H","D","A","B",19.6193958438054
"I","D","A","B",14.7386459056535
"J","D","A","B",13.6930699039638
"K","D","A","B",12.8372578630326
"L","D","A","B",12.7291581591202
"M","D","A","B",12.3435021317685
"N","D","A","B",16.9095360974357
"O","D","A","B",14.8792177074127
"P","D","A","B",19.699943990629
"Q","D","A","B",14.2204373454538
"R","D","A","B",16.6632130809011
"S","D","A","B",6.69800655327559
"T","D","A","B",13.0866593700878
"U","D","A","B",8.41226025421909
"A","E","A","B",7.93084292737936
"B","E","A","B",17.5375323291429
"C","E","A","B",15.9110183705875
"D","E","A","B",12.0503303645064
"E","E","A","B",7.74394148794834
"F","E","A","B",10.9750390060084
"G","E","A","B",8.88351286720441
"H","E","A","B",12.0739410809987
"I","E","A","B",11.8847650069495
"J","E","A","B",8.67366157695658
"K","E","A","B",8.65373929997531
"L","E","A","B",9.38630017816303
"M","E","A","B",8.26411464397739
"N","E","A","B",12.5185661211948
"O","E","A","B",10.753783771058
"P","E","A","B",14.6010571784007
"Q","E","A","B",9.74210864171111
"R","E","A","B",11.2832699819585
"S","E","A","B",4.45808901226154
"T","E","A","B",10.1076400246154
"U","E","A","B",6.02663040720419
"A","F","A","B",6.44694197114792
"B","F","A","B",15.4672991608809
"C","F","A","B",16.7701095914353
"D","F","A","B",9.31601536021824
"E","F","A","B",6.14298065269663
"F","F","A","B",7.8631432140829
"G","F","A","B",6.90088801568881
"H","F","A","B",9.20999649554287
"I","F","A","B",8.99743115878219
"J","F","A","B",5.44193553566235
"K","F","A","B",6.00296670547625
"L","F","A","B",7.0591060592246
"M","F","A","B",6.56702632086418
"N","F","A","B",8.44947930364628
"O","F","A","B",9.70588565844236
"P","F","A","B",12.0927552772811
"Q","F","A","B",7.6156510596621
"R","F","A","B",9.01801108870093
"S","F","A","B",4.36600136646113
"T","F","A","B",7.63832596409253
"U","F","A","B",4.22985421235647
"A","A","B","B",2.67977850679724
"B","A","B","B",6.94796517084545
"C","A","B","B",5.95274366856206
"D","A","B","B",4.93906175555759
"E","A","B","B",3.56519301960223
"F","A","B","B",5.37879478044721
"G","A","B","B",2.47321757106173
"H","A","B","B",4.45242008464668
"I","A","B","B",4.61071742660699
"J","A","B","B",3.92801625877277
"K","A","B","B",3.02938276147464
"L","A","B","B",4.42064364527348
"M","A","B","B",3.72556590393091
"N","A","B","B",4.53521642432372
"O","A","B","B",4.97508238417807
"P","A","B","B",5.53199782771243
"Q","A","B","B",5.12023291414916
"R","A","B","B",4.70382639977467
"S","A","B","B",2.36768502189028
"T","A","B","B",4.41588487383242
"U","A","B","B",2.83167772501427
"A","B","B","B",2.45447745107108
"B","B","B","B",4.61724307623022
"C","B","B","B",3.83055083914918
"D","B","B","B",3.30199856959042
"E","B","B","B",2.68321198477617
"F","B","B","B",3.60389598511881
"G","B","B","B",1.78550021694872
"H","B","B","B",3.54931323948151
"I","B","B","B",3.03518678779991
"J","B","B","B",2.79694632984408
"K","B","B","B",2.32685971911741
"L","B","B","B",2.697623222325
"M","B","B","B",2.59743126218984
"N","B","B","B",3.14547046319768
"O","B","B","B",3.03869987250518
"P","B","B","B",3.7333781551094
"Q","B","B","B",3.47414169918241
"R","B","B","B",3.14725738006729
"S","B","B","B",1.52042211188153
"T","B","B","B",2.79681227838336
"U","B","B","B",1.92739022434551
"A","C","B","B",8.14457560679694
"B","C","B","B",11.4839177181346
"C","C","B","B",9.94959205083133
"D","C","B","B",7.33163193122222
"E","C","B","B",9.13632573412174
"F","C","B","B",9.08720914003785
"G","C","B","B",5.23051130674909
"H","C","B","B",9.82262225093947
"I","C","B","B",8.784349594395
"J","C","B","B",7.06798949564948
"K","C","B","B",7.35839513758409
"L","C","B","B",6.49574274778683
"M","C","B","B",5.83824364131788
"N","C","B","B",7.880112964919
"O","C","B","B",8.67194999775703
"P","C","B","B",10.0663069899583
"Q","C","B","B",8.20258845819797
"R","C","B","B",8.78732572850525
"S","C","B","B",4.84450814475369
"T","C","B","B",6.90669131691679
"U","C","B","B",4.54471457633594
"A","D","B","B",8.32475146717791
"B","D","B","B",13.9616056001558
"C","D","B","B",11.1245116453184
"D","D","B","B",9.15543566563237
"E","D","B","B",7.39943825351789
"F","D","B","B",9.06811194456345
"G","D","B","B",5.82195409012373
"H","D","B","B",11.3532800821864
"I","D","B","B",8.63497390067547
"J","D","B","B",7.20636681157633
"K","D","B","B",6.47783398188183
"L","D","B","B",7.41696591218346
"M","D","B","B",5.99542207519885
"N","D","B","B",8.85024853993373
"O","D","B","B",7.58155574773199
"P","D","B","B",10.7289134280857
"Q","D","B","B",7.36686870161959
"R","D","B","B",9.32123176076197
"S","D","B","B",3.95946969259836
"T","D","B","B",6.75039636061575
"U","D","B","B",4.73893721123526
"A","E","B","B",3.06023324953307
"B","E","B","B",8.73358686215314
"C","E","B","B",7.29450224785718
"D","E","B","B",6.01773594571899
"E","E","B","B",4.99070099308894
"F","E","B","B",5.17831000650537
"G","E","B","B",4.01097682573386
"H","E","B","B",6.32123965519529
"I","E","B","B",5.54645260215453
"J","E","B","B",4.44320948560357
"K","E","B","B",4.19213779282031
"L","E","B","B",4.79898398074217
"M","E","B","B",4.42125990157894
"N","E","B","B",5.99403540351405
"O","E","B","B",3.91744042813447
"P","E","B","B",6.07213164097126
"Q","E","B","B",4.55784106658292
"R","E","B","B",5.8286753475276
"S","E","B","B",2.24857692069581
"T","E","B","B",4.34795313619694
"U","E","B","B",2.86833319959981
"A","F","B","B",3.97828908112215
"B","F","B","B",9.37666429013234
"C","F","B","B",7.69532281772742
"D","F","B","B",6.70358116378292
"E","F","B","B",5.00459670851992
"F","F","B","B",6.04692516208401
"G","F","B","B",4.08619516745077
"H","F","B","B",7.21888312982932
"I","F","B","B",5.84157098165969
"J","F","B","B",4.1015539852208
"K","F","B","B",4.08481541676427
"L","F","B","B",5.48974207884075
"M","F","B","B",4.05669518652046
"N","F","B","B",6.15961904330646
"O","F","B","B",5.81556060149191
"P","F","B","B",7.64588148532931
"Q","F","B","B",5.28210498103006
"R","F","B","B",6.90432331760964
"S","F","B","B",3.07150032183875
"T","F","B","B",4.86355307952552
"U","F","B","B",3.31899567754512
"A","A","C","B",11.2121870308588
"B","A","C","B",20.742684898778
"C","A","C","B",16.4469820193149
"D","A","C","B",18.318791625158
"E","A","C","B",9.88278495039181
"F","A","C","B",19.4194243878033
"G","A","C","B",9.9777591849285
"H","A","C","B",15.8751997545847
"I","A","C","B",18.1562696370937
"J","A","C","B",12.57107168723
"K","A","C","B",12.4198438574685
"L","A","C","B",15.105080603724
"M","A","C","B",13.657681738622
"N","A","C","B",15.9057240561168
"O","A","C","B",17.3397311376069
"P","A","C","B",19.1623021512136
"Q","A","C","B",15.4902144615426
"R","A","C","B",13.3604278033505
"S","A","C","B",7.55915906895548
"T","A","C","B",13.2600170217163
"U","A","C","B",8.57277876787802
"A","B","C","B",7.15294660149537
"B","B","C","B",11.4225322843889
"C","B","C","B",9.6969561028864
"D","B","C","B",10.078907711907
"E","B","C","B",6.06763588909462
"F","B","C","B",11.3755481435023
"G","B","C","B",6.04523521741093
"H","B","C","B",9.30874770110779
"I","B","C","B",9.96499874760028
"J","B","C","B",6.496379691787
"K","B","C","B",6.65260511935783
"L","B","C","B",8.14048041782327
"M","B","C","B",7.82985718453375
"N","B","C","B",7.86188680922759
"O","B","C","B",8.76245124678253
"P","B","C","B",11.0974487397607
"Q","B","C","B",8.38816234247955
"R","B","C","B",7.20495670208737
"S","B","C","B",3.94640062506752
"T","B","C","B",6.74771986694796
"U","B","C","B",3.76740312984739
"A","C","C","B",13.7373773948392
"B","C","C","B",19.7655764728844
"C","C","C","B",17.0073084671226
"D","C","C","B",10.8531278058168
"E","C","C","B",14.6626961552205
"F","C","C","B",17.53646323988
"G","C","C","B",9.90234009392382
"H","C","C","B",17.6106996855805
"I","C","C","B",15.4674123915112
"J","C","C","B",9.05539258170103
"K","C","C","B",12.161818314873
"L","C","C","B",13.3078103517419
"M","C","C","B",10.7214654743399
"N","C","C","B",10.7659346508478
"O","C","C","B",14.6037776174397
"P","C","C","B",21.8816402283545
"Q","C","C","B",15.2625015106308
"R","C","C","B",14.3008941616062
"S","C","C","B",7.13211021579252
"T","C","C","B",13.2407448494718
"U","C","C","B",7.24978471949071
"A","D","C","B",16.2002997896343
"B","D","C","B",22.2422208828226
"C","D","C","B",18.4341621102455
"D","D","C","B",16.8537937975153
"E","D","C","B",16.4000862011607
"F","D","C","B",17.8252456208889
"G","D","C","B",12.7019524752206
"H","D","C","B",19.6416448588721
"I","D","C","B",15.2984438458327
"J","D","C","B",8.50680087824771
"K","D","C","B",11.809220677196
"L","D","C","B",15.8529802568595
"M","D","C","B",10.8792629566171
"N","D","C","B",11.7575904628026
"O","D","C","B",10.6442527494192
"P","D","C","B",17.3240746565627
"Q","D","C","B",12.1142731912181
"R","D","C","B",13.7254638285689
"S","D","C","B",5.29550572529645
"T","D","C","B",10.7576255578635
"U","D","C","B",5.15299523950561
"A","E","C","B",3.57447545763625
"B","E","C","B",16.5244524492485
"C","E","C","B",13.3434701195281
"D","E","C","B",11.8528349528358
"E","E","C","B",12.7410308870094
"F","E","C","B",13.2562293640532
"G","E","C","B",7.98659269872088
"H","E","C","B",11.5168679924886
"I","E","C","B",9.47932506699928
"J","E","C","B",7.44561497035333
"K","E","C","B",8.93301485328297
"L","E","C","B",10.7617679966106
"M","E","C","B",11.1871394409929
"N","E","C","B",11.4551291769056
"O","E","C","B",5.57812474374707
"P","E","C","B",11.6934684156322
"Q","E","C","B",9.60569973816896
"R","E","C","B",11.1554463101039
"S","E","C","B",4.46253188707113
"T","E","C","B",9.5671994273594
"U","E","C","B",4.93022232205323
"A","F","C","B",11.2512235762838
"B","F","C","B",17.2869722074259
"C","F","C","B",13.4555972209869
"D","F","C","B",18.6694112513078
"E","F","C","B",13.0531076959955
"F","F","C","B",19.3026456801936
"G","F","C","B",11.6176114103776
"H","F","C","B",16.9527288878064
"I","F","C","B",14.1312523216613
"J","F","C","B",8.11637377394561
"K","F","C","B",10.4563307513091
"L","F","C","B",15.8231614011335
"M","F","C","B",10.3185671984837
"N","F","C","B",11.5162047066545
"O","F","C","B",13.2578928941609
"P","F","C","B",15.308083285873
"Q","F","C","B",15.0056339583354
"R","F","C","B",15.928110838101
"S","F","C","B",6.73616248885064
"T","F","C","B",11.7170952050379
"U","F","C","B",7.47450567952843
"A","A","D","B",6.64275328037778
"B","A","D","B",16.9329342933148
"C","A","D","B",12.8912889341858
"D","A","D","B",13.6829315128403
"E","A","D","B",9.36960940829263
"F","A","D","B",14.2335189991559
"G","A","D","B",5.97692646220419
"H","A","D","B",14.3880712420745
"I","A","D","B",11.1197509505412
"J","A","D","B",9.32847335479214
"K","A","D","B",9.10809283680005
"L","A","D","B",10.4870026066966
"M","A","D","B",10.2453272003524
"N","A","D","B",11.3394638631967
"O","A","D","B",14.0638394468025
"P","A","D","B",12.9679391369343
"Q","A","D","B",12.0741965785959
"R","A","D","B",11.7171558581401
"S","A","D","B",4.78135343138718
"T","A","D","B",10.0043250587374
"U","A","D","B",6.66456153785343
"A","B","D","B",5.47748586479053
"B","B","D","B",10.1148434874822
"C","B","D","B",7.69004112933054
"D","B","D","B",7.76464465580318
"E","B","D","B",6.13663352690962
"F","B","D","B",8.33413896913055
"G","B","D","B",4.11926643571687
"H","B","D","B",9.42613941731222
"I","B","D","B",7.39034503235471
"J","B","D","B",6.11727448787039
"K","B","D","B",5.95305506632976
"L","B","D","B",5.94092465932492
"M","B","D","B",6.37596206058256
"N","B","D","B",7.23478456541549
"O","B","D","B",8.10583622953884
"P","B","D","B",8.25886644336971
"Q","B","D","B",7.74198399377709
"R","B","D","B",7.46484205357136
"S","B","D","B",2.57880673745262
"T","B","D","B",6.30200641286808
"U","B","D","B",4.09911267128543
"A","C","D","B",15.8293917343618
"B","C","D","B",18.2260041987679
"C","C","D","B",15.7807436556432
"D","C","D","B",11.4709399027378
"E","C","D","B",18.5387507635463
"F","C","D","B",16.1224085438526
"G","C","D","B",5.70969952120281
"H","C","D","B",16.7913353824429
"I","C","D","B",16.266859688715
"J","C","D","B",10.8401196611463
"K","C","D","B",13.6294730829584
"L","C","D","B",11.7016353467892
"M","C","D","B",11.6010930195046
"N","C","D","B",12.5822270069935
"O","C","D","B",17.2784006992402
"P","C","D","B",16.9496408630243
"Q","C","D","B",13.5226075097042
"R","C","D","B",15.3971100048645
"S","C","D","B",7.77692444453041
"T","C","D","B",11.1411740596283
"U","C","D","B",7.01368637615142
"A","D","D","B",16.7762503796966
"B","D","D","B",25.5257041665278
"C","D","D","B",19.4159103122199
"D","D","D","B",16.7498282923765
"E","D","D","B",19.0392967569317
"F","D","D","B",22.1035504899461
"G","D","D","B",12.1925144242486
"H","D","D","B",25.5521768817895
"I","D","D","B",21.8689011846422
"J","D","D","B",15.8381872564775
"K","D","D","B",14.4129512292285
"L","D","D","B",16.4698223858126
"M","D","D","B",14.5045144060904
"N","D","D","B",19.092714975108
"O","D","D","B",18.0808892396918
"P","D","D","B",23.2640482042946
"Q","D","D","B",15.6788794772991
"R","D","D","B",22.0247012394972
"S","D","D","B",6.63056979903645
"T","D","D","B",16.4403237703965
"U","D","D","B",10.4196974042851
"A","E","D","B",6.14868651783808
"B","E","D","B",15.620993946419
"C","E","D","B",13.267654567726
"D","E","D","B",10.9843476066989
"E","E","D","B",12.3012973831356
"F","E","D","B",11.2784069291764
"G","E","D","B",6.03565718247671
"H","E","D","B",15.9097321862799
"I","E","D","B",11.1312684762542
"J","E","D","B",9.69944857296146
"K","E","D","B",9.57184272129292
"L","E","D","B",10.3214903064088
"M","E","D","B",11.1196377279993
"N","E","D","B",12.9144040189481
"O","E","D","B",8.61704133080349
"P","E","D","B",11.5044698400019
"Q","E","D","B",9.70142639261889
"R","E","D","B",13.0071495339838
"S","E","D","B",3.62593143981314
"T","E","D","B",10.0669651982136
"U","E","D","B",6.15140759420377
"A","F","D","B",9.02728259151555
"B","F","D","B",19.5456216354599
"C","F","D","B",15.7324695425659
"D","F","D","B",16.2771993774588
"E","F","D","B",15.0302990890431
"F","F","D","B",16.9409430174404
"G","F","D","B",8.54143802932335
"H","F","D","B",20.9353210402114
"I","F","D","B",15.4368752746411
"J","F","D","B",11.7410095476627
"K","F","D","B",11.3260641592842
"L","F","D","B",13.92312753431
"M","F","D","B",11.7267518586841
"N","F","D","B",15.7435617382952
"O","F","D","B",15.2333130722321
"P","F","D","B",18.6401585152396
"Q","F","D","B",12.938723884418
"R","F","D","B",18.6307067223631
"S","F","D","B",6.9716302241585
"T","F","D","B",12.1519020275359
"U","F","D","B",8.591321916699
"A","A","E","B",5.45845543255659
"B","A","E","B",12.7522012390646
"C","A","E","B",10.480962533387
"D","A","E","B",10.0092290211357
"E","A","E","B",6.95650898358658
"F","A","E","B",9.73673156938357
"G","A","E","B",4.84668512399384
"H","A","E","B",7.94023157523633
"I","A","E","B",7.14865344301505
"J","A","E","B",7.8275907316084
"K","A","E","B",5.72397483268382
"L","A","E","B",6.47133616857911
"M","A","E","B",6.56001671534554
"N","A","E","B",6.66145963375393
"O","A","E","B",8.60245897518903
"P","A","E","B",8.90029564510182
"Q","A","E","B",7.45943035708241
"R","A","E","B",8.56992444430596
"S","A","E","B",2.84834334382206
"T","A","E","B",6.25724509640392
"U","A","E","B",4.52235665305361
"A","B","E","B",4.38561836074568
"B","B","E","B",7.07728690477785
"C","B","E","B",6.15585091031155
"D","B","E","B",5.65171581712914
"E","B","E","B",4.00134551928093
"F","B","E","B",5.51444138655032
"G","B","E","B",2.82823052476088
"H","B","E","B",4.78266553299192
"I","B","E","B",3.88553072612902
"J","B","E","B",4.23907320669014
"K","B","E","B",3.78344768114523
"L","B","E","B",3.17697164091526
"M","B","E","B",3.50290134559977
"N","B","E","B",3.25525245107454
"O","B","E","B",3.40541151836477
"P","B","E","B",4.24095565859191
"Q","B","E","B",4.49861693670157
"R","B","E","B",4.19271527684722
"S","B","E","B",1.28828287729589
"T","B","E","B",3.19416602033364
"U","B","E","B",2.10592377284603
"A","C","E","B",14.1148490839197
"B","C","E","B",17.3261078978722
"C","C","E","B",14.0881309597543
"D","C","E","B",8.96628937914273
"E","C","E","B",11.7797362500382
"F","C","E","B",13.3803401518169
"G","C","E","B",4.895656634442
"H","C","E","B",12.3455411875712
"I","C","E","B",9.2308811924462
"J","C","E","B",7.95260717726661
"K","C","E","B",9.33114698525183
"L","C","E","B",7.91695458819854
"M","C","E","B",6.4585163076419
"N","C","E","B",6.72848359777321
"O","C","E","B",9.71039737745605
"P","C","E","B",11.3187535009418
"Q","C","E","B",10.537978427937
"R","C","E","B",9.99769515705045
"S","C","E","B",4.38353161061742
"T","C","E","B",8.70800300977936
"U","C","E","B",5.24829086911453
"A","D","E","B",14.1877774197232
"B","D","E","B",20.0363636699487
"C","D","E","B",18.7973565891288
"D","D","E","B",13.0817522980375
"E","D","E","B",11.4755712269634
"F","D","E","B",15.04100228954
"G","D","E","B",7.91135816796564
"H","D","E","B",16.0552920369859
"I","D","E","B",10.4776324267509
"J","D","E","B",10.9934676827316
"K","D","E","B",11.0102212629527
"L","D","E","B",10.034342778738
"M","D","E","B",10.2476438069558
"N","D","E","B",9.04832256229356
"O","D","E","B",11.3546487819657
"P","D","E","B",12.1590240389377
"Q","D","E","B",10.7590536377933
"R","D","E","B",11.5182832576579
"S","D","E","B",3.72085916254564
"T","D","E","B",9.84025500699364
"U","D","E","B",5.95171606568761
"A","E","E","B",6.53682933650494
"B","E","E","B",17.619072171816
"C","E","E","B",16.0083749156517
"D","E","E","B",9.43711817631282
"E","E","E","B",11.7439793671379
"F","E","E","B",14.7841989786221
"G","E","E","B",8.40665539652144
"H","E","E","B",14.2192090034512
"I","E","E","B",10.5693563319308
"J","E","E","B",11.931935023053
"K","E","E","B",8.57909385303511
"L","E","E","B",10.6675255052743
"M","E","E","B",9.79949843302803
"N","E","E","B",13.7998627582728
"O","E","E","B",13.3980570972559
"P","E","E","B",16.4152401245098
"Q","E","E","B",10.7298102721003
"R","E","E","B",12.2348285898569
"S","E","E","B",4.46372025681831
"T","E","E","B",11.0371102355063
"U","E","E","B",7.13889103903681
"A","F","E","B",7.44692071687661
"B","F","E","B",15.524823272783
"C","F","E","B",15.9545030966987
"D","F","E","B",11.5661459242567
"E","F","E","B",10.0422233514898
"F","F","E","B",13.0824518307357
"G","F","E","B",7.09885376108237
"H","F","E","B",12.8497995104476
"I","F","E","B",9.3112956263218
"J","F","E","B",8.49502056993113
"K","F","E","B",8.23363137000043
"L","F","E","B",8.65145037203612
"M","F","E","B",9.62561446216741
"N","F","E","B",8.59140546789233
"O","F","E","B",12.2651129386959
"P","F","E","B",11.2253119986156
"Q","F","E","B",10.6264199741888
"R","F","E","B",11.477186471688
"S","F","E","B",4.52905422052015
"T","F","E","B",9.13428737965573
"U","F","E","B",5.66436636588357
"A","A","F","B",5.486716579994
"B","A","F","B",12.8742854253155
"C","A","F","B",9.89975137675391
"D","A","F","B",9.70599978307526
"E","A","F","B",7.31044367994284
"F","A","F","B",9.39622407520088
"G","A","F","B",4.7525922429793
"H","A","F","B",7.31989441516251
"I","A","F","B",6.69387309181063
"J","A","F","B",6.78441391657488
"K","A","F","B",5.89465238152203
"L","A","F","B",7.66391299314509
"M","A","F","B",6.75355825147255
"N","A","F","B",7.88579990326121
"O","A","F","B",8.48045819214306
"P","A","F","B",9.52866918149341
"Q","A","F","B",6.67884402358277
"R","A","F","B",8.66495078287732
"S","A","F","B",3.89479588557631
"T","A","F","B",6.7616981318744
"U","A","F","B",4.68544292587711
"A","B","F","B",4.36309422014708
"B","B","F","B",8.11694247812203
"C","B","F","B",6.61324388107389
"D","B","F","B",6.06724428486345
"E","B","F","B",5.66874507716392
"F","B","F","B",6.93675187526633
"G","B","F","B",3.55807399530872
"H","B","F","B",5.71494226117787
"I","B","F","B",4.66515468011532
"J","B","F","B",4.46261618584436
"K","B","F","B",3.96434046077882
"L","B","F","B",4.92898428747547
"M","B","F","B",4.59275419048867
"N","B","F","B",4.66213582363319
"O","B","F","B",5.00917663503543
"P","B","F","B",6.28416214996142
"Q","B","F","B",4.36112972425512
"R","B","F","B",4.92593165158586
"S","B","F","B",2.43813830773264
"T","B","F","B",4.16645690618073
"U","B","F","B",2.7563809625903
"A","C","F","B",11.8767577253265
"B","C","F","B",19.3495994757862
"C","C","F","B",16.3557058321232
"D","C","F","B",11.5646614190368
"E","C","F","B",15.0174723312066
"F","C","F","B",14.5900776781684
"G","C","F","B",8.02612462948907
"H","C","F","B",14.739411438908
"I","C","F","B",11.5973080646136
"J","C","F","B",10.218729613155
"K","C","F","B",11.3397764825952
"L","C","F","B",10.4732583143415
"M","C","F","B",8.77041968549762
"N","C","F","B",11.3690297162069
"O","C","F","B",13.2763295456439
"P","C","F","B",14.9008812922632
"Q","C","F","B",11.2557797995522
"R","C","F","B",13.5049357641876
"S","C","F","B",6.63909376406927
"T","C","F","B",10.6674629383178
"U","C","F","B",6.48455988102403
"A","D","F","B",12.8706183128874
"B","D","F","B",22.0569301566707
"C","D","F","B",17.5526405045192
"D","D","F","B",15.1997795509992
"E","D","F","B",13.7343625676323
"F","D","F","B",14.3686850926105
"G","D","F","B",11.2201107133616
"H","D","F","B",17.1018427684407
"I","D","F","B",10.8303377979243
"J","D","F","B",9.12056876126006
"K","D","F","B",10.9408622357843
"L","D","F","B",11.9121152750837
"M","D","F","B",8.9805771446333
"N","D","F","B",11.8413265638372
"O","D","F","B",10.3460418650981
"P","D","F","B",14.3261820610228
"Q","D","F","B",9.57628238924709
"R","D","F","B",12.8483561683659
"S","D","F","B",6.3427769436672
"T","D","F","B",9.23940037887639
"U","D","F","B",5.4999226396652
"A","E","F","B",3.96368235298796
"B","E","F","B",13.8560812438846
"C","E","F","B",11.9394603908278
"D","E","F","B",10.4830142093882
"E","E","F","B",8.50793790376699
"F","E","F","B",8.17241850772577
"G","E","F","B",7.47846875729126
"H","E","F","B",9.48137518574054
"I","E","F","B",6.6279502794395
"J","E","F","B",6.78420809545708
"K","E","F","B",7.85824364465417
"L","E","F","B",7.86093182902216
"M","E","F","B",7.00015242261487
"N","E","F","B",8.37950821843121
"O","E","F","B",5.29736344576766
"P","E","F","B",9.27517841095906
"Q","E","F","B",7.66295351538797
"R","E","F","B",8.95728759397363
"S","E","F","B",4.09026725358944
"T","E","F","B",6.85422424067154
"U","E","F","B",4.2537699517852
"A","F","F","B",6.68338139693221
"B","F","F","B",13.9018540308203
"C","F","F","B",10.7943635240622
"D","F","F","B",11.5896536992159
"E","F","F","B",9.3336708397654
"F","F","F","B",7.35100077464947
"G","F","F","B",7.55297585965221
"H","F","F","B",8.51592548605243
"I","F","F","B",6.62388059406786
"J","F","F","B",4.81065980614298
"K","F","F","B",7.02994300992361
"L","F","F","B",8.136912703866
"M","F","F","B",6.19833089245896
"N","F","F","B",7.63150610011562
"O","F","F","B",8.4429762074763
"P","F","F","B",9.10244104256443
"Q","F","F","B",8.78739759112228
"R","F","F","B",11.4805805197483
"S","F","F","B",5.17934708469705
"T","F","F","B",6.82652573579882
"U","F","F","B",3.67213979926263
"A","A","A","C",2.55897052907336
"B","A","A","C",7.8761458874179
"C","A","A","C",9.55608146245966
"D","A","A","C",3.72636785620826
"E","A","A","C",3.08370608632382
"F","A","A","C",5.53298641676237
"G","A","A","C",1.98859013547676
"H","A","A","C",2.36836742239244
"I","A","A","C",4.21690911000845
"J","A","A","C",3.3287178959156
"K","A","A","C",2.34595409821283
"L","A","A","C",4.29207550166253
"M","A","A","C",3.02765263587243
"N","A","A","C",4.26450814044812
"O","A","A","C",4.59888596686027
"P","A","A","C",5.77420254356596
"Q","A","A","C",5.6673165251971
"R","A","A","C",4.99824801006717
"S","A","A","C",1.85955084088758
"T","A","A","C",3.80676998001416
"U","A","A","C",2.10955261554725
"A","B","A","C",3.35848697225071
"B","B","A","C",6.69491909000037
"C","B","A","C",6.88416702833741
"D","B","A","C",3.81109864554637
"E","B","A","C",3.72217947217694
"F","B","A","C",4.64426665838862
"G","B","A","C",1.7643471958488
"H","B","A","C",3.09094274452044
"I","B","A","C",3.34921278587061
"J","B","A","C",3.37561251713673
"K","B","A","C",3.08864647340976
"L","B","A","C",3.04599025649573
"M","B","A","C",2.82037466229257
"N","B","A","C",3.74008622344532
"O","B","A","C",3.19619512198866
"P","B","A","C",4.38256026786301
"Q","B","A","C",4.13902545555169
"R","B","A","C",4.09008335271626
"S","B","A","C",1.48063442576209
"T","B","A","C",2.81771135299133
"U","B","A","C",1.82538266762234
"A","C","A","C",16.1880936419644
"B","C","A","C",25.1237009723546
"C","C","A","C",23.2790847112621
"D","C","A","C",15.8256693658589
"E","C","A","C",16.9529733486115
"F","C","A","C",19.0502695884461
"G","C","A","C",11.5991101080083
"H","C","A","C",16.6283210349463
"I","C","A","C",17.2304165794383
"J","C","A","C",13.0871497941917
"K","C","A","C",15.4452722902711
"L","C","A","C",11.5426921883995
"M","C","A","C",10.2789574392537
"N","C","A","C",15.535098802074
"O","C","A","C",16.1495263758417
"P","C","A","C",18.6124592741644
"Q","C","A","C",14.4821785411777
"R","C","A","C",17.5645877308339
"S","C","A","C",8.1692608452605
"T","C","A","C",11.2529919924925
"U","C","A","C",7.67621915668837
"A","D","A","C",15.1707684562381
"B","D","A","C",27.5070551906869
"C","D","A","C",26.2875843899729
"D","D","A","C",17.7744657268821
"E","D","A","C",11.1007261184896
"F","D","A","C",14.9598617745356
"G","D","A","C",10.3477890454819
"H","D","A","C",17.5178588388502
"I","D","A","C",13.8923582684568
"J","D","A","C",11.2482954999957
"K","D","A","C",14.0961023084595
"L","D","A","C",12.0311597314104
"M","D","A","C",9.75433666356122
"N","D","A","C",13.5384414581786
"O","D","A","C",14.3202466552859
"P","D","A","C",16.0657878179007
"Q","D","A","C",12.7462862973407
"R","D","A","C",16.2744547627881
"S","D","A","C",5.8981442960648
"T","D","A","C",11.0311921699976
"U","D","A","C",7.31428999691013
"A","E","A","C",7.76137512767126
"B","E","A","C",17.8690666492742
"C","E","A","C",17.7764716040267
"D","E","A","C",12.010059368133
"E","E","A","C",6.1818167044117
"F","E","A","C",10.4353263642532
"G","E","A","C",7.90067168299931
"H","E","A","C",11.1009052125418
"I","E","A","C",11.0130810040664
"J","E","A","C",7.30698177373115
"K","E","A","C",9.59312052033334
"L","E","A","C",8.3430910093879
"M","E","A","C",6.57191127012356
"N","E","A","C",10.1747679799802
"O","E","A","C",10.3412336618488
"P","E","A","C",11.6658955251002
"Q","E","A","C",9.05112075834729
"R","E","A","C",10.9715303452916
"S","E","A","C",4.05953168366032
"T","E","A","C",8.25312476684185
"U","E","A","C",5.05763097302905
"A","F","A","C",5.94878325025919
"B","F","A","C",15.5339425284561
"C","F","A","C",16.3161421599257
"D","F","A","C",8.49062692587036
"E","F","A","C",4.17410081905844
"F","F","A","C",7.02979915193155
"G","F","A","C",5.62858941641154
"H","F","A","C",7.00930141919981
"I","F","A","C",7.78588958947972
"J","F","A","C",4.29968685948236
"K","F","A","C",6.67698919134385
"L","F","A","C",6.43541516165004
"M","F","A","C",4.99673989199631
"N","F","A","C",5.87204487414068
"O","F","A","C",8.79530246357483
"P","F","A","C",9.33951385698776
"Q","F","A","C",6.34429449348592
"R","F","A","C",8.61114471472325
"S","F","A","C",3.64858522699833
"T","F","A","C",6.33963810090654
"U","F","A","C",3.44223402930133
"A","A","B","C",2.39123452329881
"B","A","B","C",6.6781901885615
"C","A","B","C",6.00387135634863
