"Var1","Var2","Var3","Var4","value"
"O","C","A","B",2.01519886440494
"P","C","A","B",1.82146536414131
"Q","C","A","B",2.00681741794409
"R","C","A","B",1.7360775053464
"S","C","A","B",1.23523390880928
"T","C","A","B",1.21640755900397
"U","C","A","B",1.24309117997305
"A","D","A","B",1.99271538635466
"B","D","A","B",1.31867309485384
"C","D","A","B",1.62544838378038
"D","D","A","B",2.20485796943796
"E","D","A","B",2.60525385622595
"F","D","A","B",1.69075043817852
"G","D","A","B",1.98190662170129
"H","D","A","B",1.74409541923108
"I","D","A","B",2.70853408555634
"J","D","A","B",2.45828851982255
"K","D","A","B",1.68375919562503
"L","D","A","B",1.70866816966456
"M","D","A","B",1.49431931871591
"N","D","A","B",1.92817714797757
"O","D","A","B",2.15477995341986
"P","D","A","B",1.62043182736928
"Q","D","A","B",1.87041602827257
"R","D","A","B",1.57197967761529
"S","D","A","B",0.807330110621277
"T","D","A","B",1.29208605197617
"U","D","A","B",1.00959694504153
"A","E","A","B",1.43482132890264
"B","E","A","B",2.04078156712822
"C","E","A","B",2.64428113518818
"D","E","A","B",2.58377056051138
"E","E","A","B",2.9516201028856
"F","E","A","B",2.74201653515716
"G","E","A","B",2.25904159637687
"H","E","A","B",2.22171906614558
"I","E","A","B",2.86527110738689
"J","E","A","B",2.78784637180168
"K","E","A","B",1.96443572402471
"L","E","A","B",2.74757145923767
"M","E","A","B",2.21345649430637
"N","E","A","B",1.90366450956758
"O","E","A","B",2.34465428149794
"P","E","A","B",1.60493324881725
"Q","E","A","B",2.51548549349854
"R","E","A","B",1.65182590207711
"S","E","A","B",1.05339636791191
"T","E","A","B",1.38158982703634
"U","E","A","B",1.98042228586881
"A","F","A","B",0.823302558805456
"B","F","A","B",1.04798474769641
"C","F","A","B",1.11996415477796
"D","F","A","B",1.354883939577
"E","F","A","B",1.61371738862958
"F","F","A","B",1.07986272789724
"G","F","A","B",1.25090413644828
"H","F","A","B",0.941748784317799
"I","F","A","B",1.28926644688309
"J","F","A","B",1.49209297168819
"K","F","A","B",0.998575996660584
"L","F","A","B",1.00423807805336
"M","F","A","B",1.11529847631488
"N","F","A","B",1.12388491543521
"O","F","A","B",0.763310084554468
"P","F","A","B",0.915428976217103
"Q","F","A","B",1.3732970599693
"R","F","A","B",1.22868130132702
"S","F","A","B",0.49913455861546
"T","F","A","B",0.692035009790053
"U","F","A","B",0.648766682589299
"A","A","B","B",1.13393991615404
"B","A","B","B",1.82392142612688
"C","A","B","B",0.729655197330656
"D","A","B","B",2.57260217112176
"E","A","B","B",0.782741747965788
"F","A","B","B",1.53403434177403
"G","A","B","B",1.54703939352574
"H","A","B","B",1.23129390682558
"I","A","B","B",1.62975152980764
"J","A","B","B",2.55762701991634
"K","A","B","B",1.18956785381162
"L","A","B","B",1.60795655272184
"M","A","B","B",1.69365627318699
"N","A","B","B",1.19135950007852
"O","A","B","B",1.19685047757668
"P","A","B","B",1.15335087649759
"Q","A","B","B",0.83160631381282
"R","A","B","B",0.700697491078424
"S","A","B","B",0.959375764566106
"T","A","B","B",1.73954464817465
"U","A","B","B",0.654274645841922
"A","B","B","B",0.684022192435428
"B","B","B","B",1.25296046498612
"C","B","B","B",1.71059422594494
"D","B","B","B",0.760768332504188
"E","B","B","B",1.68511867816071
"F","B","B","B",2.17773998423712
"G","B","B","B",1.667976555697
"H","B","B","B",1.41599369159702
"I","B","B","B",1.97012979099665
"J","B","B","B",1.15786657775826
"K","B","B","B",2.05599745354571
"L","B","B","B",1.18612965280185
"M","B","B","B",1.68087957061704
"N","B","B","B",1.40597957886212
"O","B","B","B",1.28556000425946
"P","B","B","B",1.26717893065084
"Q","B","B","B",0.993893948646856
"R","B","B","B",0.387132492203404
"S","B","B","B",0.88788614922998
"T","B","B","B",1.75993269700168
"U","B","B","B",1.25046166584137
"A","C","B","B",1.55042217908813
"B","C","B","B",0.890046638573959
"C","C","B","B",0.441812070547936
"D","C","B","B",1.05094981926336
"E","C","B","B",1.00221288641578
"F","C","B","B",0.726312495762001
"G","C","B","B",0.995443453246982
"H","C","B","B",0.44427642546597
"I","C","B","B",1.09225690157685
"J","C","B","B",1.23498676395776
"K","C","B","B",1.21286357173099
"L","C","B","B",0.949323814923728
"M","C","B","B",1.14024622739641
"N","C","B","B",0.8867412727203
"O","C","B","B",0.444132803331228
"P","C","B","B",0.903991330060367
"Q","C","B","B",0.876367113319242
"R","C","B","B",0.601669398774845
"S","C","B","B",0.444083274653783
"T","C","B","B",0.822372013507466
"U","C","B","B",0.608312474324621
"A","D","B","B",1.46949826382262
"B","D","B","B",0.699308354266641
"C","D","B","B",0.465179337278267
"D","D","B","B",1.04396336076545
"E","D","B","B",0.532867052980161
"F","D","B","B",0.248534646684318
"G","D","B","B",0.77013756514986
"H","D","B","B",0.447408562653401
"I","D","B","B",0.871461006358101
"J","D","B","B",1.50806967526864
"K","D","B","B",0.852866500679429
"L","D","B","B",1.18425921387297
"M","D","B","B",1.20458669327147
"N","D","B","B",0.77925017336612
"O","D","B","B",0.400431700456663
"P","D","B","B",0.870079906805013
"Q","D","B","B",0.419505788621618
"R","D","B","B",0.372207195487918
"S","D","B","B",0.554666879837075
"T","D","B","B",0.837606851566674
"U","D","B","B",0.657652543927224
"A","E","B","B",1.33185265155197
"B","E","B","B",1.48072947410329
"C","E","B","B",1.12839210898684
"D","E","B","B",2.00396594300022
"E","E","B","B",1.26850777214754
"F","E","B","B",1.43666947220815
"G","E","B","B",1.50321402260814
"H","E","B","B",1.38328691232566
"I","E","B","B",1.81786716641816
"J","E","B","B",1.79613260724129
"K","E","B","B",1.42360042406852
"L","E","B","B",1.46165579880917
"M","E","B","B",1.67225159619247
"N","E","B","B",1.53257112329828
"O","E","B","B",1.0963524800453
"P","E","B","B",1.35809945296142
"Q","E","B","B",1.06420575282703
"R","E","B","B",0.5882721396366
"S","E","B","B",0.572300861333223
"T","E","B","B",0.568237887746455
"U","E","B","B",1.06197745454699
"A","F","B","B",0.883627524684866
"B","F","B","B",0.635476890799117
"C","F","B","B",0.149253094383348
"D","F","B","B",0.869618189427596
"E","F","B","B",0.534653117852322
"F","F","B","B",0.590602562403012
"G","F","B","B",0.783729702002784
"H","F","B","B",0.604538908830025
"I","F","B","B",1.09636018120837
"J","F","B","B",0.763869874822653
"K","F","B","B",0.739995032896946
"L","F","B","B",0.714552865966953
"M","F","B","B",0.730674367414383
"N","F","B","B",0.379574378536786
"O","F","B","B",0.346257090493374
"P","F","B","B",0.678089007420737
"Q","F","B","B",0.532923152255788
"R","F","B","B",0.406755831016921
"S","F","B","B",0.386532246931105
"T","F","B","B",0.416545465197997
"U","F","B","B",0.0796130450236274
"A","A","C","B",3.47848134189275
"B","A","C","B",8.53771164695674
"C","A","C","B",10.6137717790352
"D","A","C","B",13.3585612521771
"E","A","C","B",10.266359188898
"F","A","C","B",12.0879395971524
"G","A","C","B",12.5414964203377
"H","A","C","B",9.67501703119043
"I","A","C","B",11.4505881761155
"J","A","C","B",10.6506394975705
"K","A","C","B",11.1403542725203
"L","A","C","B",15.4897111196439
"M","A","C","B",11.5203288737914
"N","A","C","B",9.58946384625184
"O","A","C","B",10.4597335057731
"P","A","C","B",8.79880644983759
"Q","A","C","B",9.67023188950843
"R","A","C","B",4.271444799316
"S","A","C","B",6.43563959965291
"T","A","C","B",6.26376399353002
"U","A","C","B",7.75980823952435
"A","B","C","B",2.31187047406573
"B","B","C","B",7.52676573443687
"C","B","C","B",10.1713693512565
"D","B","C","B",9.59458704274317
"E","B","C","B",9.37026798803242
"F","B","C","B",10.5297447593991
"G","B","C","B",9.51088123287061
"H","B","C","B",8.58613178873906
"I","B","C","B",12.9919817965057
"J","B","C","B",9.48405934043142
"K","B","C","B",10.8447412012309
"L","B","C","B",12.2726827002451
"M","B","C","B",11.1697698660417
"N","B","C","B",9.44212214443332
"O","B","C","B",8.77091618198233
"P","B","C","B",6.4236987764371
"Q","B","C","B",9.183601143766
"R","B","C","B",4.57893259948001
"S","B","C","B",5.00122142507987
"T","B","C","B",5.15924949311051
"U","B","C","B",6.79238873359801
"A","C","C","B",0.381705473082871
"B","C","C","B",1.32306610818486
"C","C","C","B",1.71963704843136
"D","C","C","B",2.2665653692411
"E","C","C","B",2.78720100920698
"F","C","C","B",3.15709327336698
"G","C","C","B",1.42266854129611
"H","C","C","B",1.62392837947559
"I","C","C","B",1.68150085150132
"J","C","C","B",2.3938946633406
"K","C","C","B",3.25853095250991
"L","C","C","B",2.54686764044307
"M","C","C","B",2.02136888756947
"N","C","C","B",1.47988026610046
"O","C","C","B",1.63166539038145
"P","C","C","B",1.57119498476628
"Q","C","C","B",1.8544510189407
"R","C","C","B",0.617514132591366
"S","C","C","B",0.862679055261392
"T","C","C","B",0.877166444211708
"U","C","C","B",1.24142208165057
"A","D","C","B",0.532457942528022
"B","D","C","B",2.2699700658547
"C","D","C","B",3.6538595305344
"D","D","C","B",3.34289181293425
"E","D","C","B",3.35569327329955
"F","D","C","B",3.39286052837194
"G","D","C","B",2.66340987247761
"H","D","C","B",2.23024913135762
"I","D","C","B",4.20596748453247
"J","D","C","B",3.61007425148776
"K","D","C","B",4.29870859541665
"L","D","C","B",2.63629989855963
"M","D","C","B",2.14286551426785
"N","D","C","B",2.43237970824509
"O","D","C","B",1.64056180375678
"P","D","C","B",2.44362683814789
"Q","D","C","B",1.62932522041153
"R","D","C","B",0.667047565144069
"S","D","C","B",1.0672767015096
"T","D","C","B",0.855523818990134
"U","D","C","B",1.81900687614638
"A","E","C","B",0.87590009728903
"B","E","C","B",2.01955737444451
"C","E","C","B",2.48320129691897
"D","E","C","B",3.34394952065405
"E","E","C","B",2.59804535036661
"F","E","C","B",2.97620723276937
"G","E","C","B",1.83840756018093
"H","E","C","B",2.37757697208708
"I","E","C","B",1.67450241557981
"J","E","C","B",3.8518576797045
"K","E","C","B",2.85586627733403
"L","E","C","B",2.68571381946406
"M","E","C","B",2.25507770948205
"N","E","C","B",2.15525725688361
"O","E","C","B",2.10620782823613
"P","E","C","B",1.66553059394523
"Q","E","C","B",2.02711001600191
"R","E","C","B",0.93119203075656
"S","E","C","B",1.04589257375072
"T","E","C","B",1.14588980047406
"U","E","C","B",1.43363991035921
"A","F","C","B",0.385429339584921
"B","F","C","B",0.682588254577453
"C","F","C","B",0.623839679675284
"D","F","C","B",1.44706175372634
"E","F","C","B",1.38559396862484
"F","F","C","B",1.48559676066847
"G","F","C","B",0.557786913843083
"H","F","C","B",0.880148495893763
"I","F","C","B",2.77043541912893
"J","F","C","B",1.56962935310676
"K","F","C","B",1.32066885116978
"L","F","C","B",0.782330903267954
"M","F","C","B",1.04939608437365
"N","F","C","B",1.13382593099945
"O","F","C","B",0.56274805031137
"P","F","C","B",0.659196193872265
"Q","F","C","B",0.965633371580111
"R","F","C","B",0.235118106102657
"S","F","C","B",0.286835389220194
"T","F","C","B",0.191325260902107
"U","F","C","B",0.716484124014146
"A","A","D","B",4.00292359287294
"B","A","D","B",16.2809265624882
"C","A","D","B",16.5906242922237
"D","A","D","B",19.8989421022733
"E","A","D","B",15.9855553104628
"F","A","D","B",20.5810918299829
"G","A","D","B",22.5727210888923
"H","A","D","B",14.6035096753314
"I","A","D","B",18.9537932837166
"J","A","D","B",19.381350876633
"K","A","D","B",18.1722446686793
"L","A","D","B",20.1024700357047
"M","A","D","B",25.076066288676
"N","A","D","B",16.4318808799284
"O","A","D","B",17.4058141660748
"P","A","D","B",13.4225787903186
"Q","A","D","B",14.7186239542285
"R","A","D","B",7.42934420562144
"S","A","D","B",9.25721736890265
"T","A","D","B",8.77034500196487
"U","A","D","B",12.9895671165376
"A","B","D","B",4.85183360738654
"B","B","D","B",18.5300517681739
"C","B","D","B",22.6290918282387
"D","B","D","B",19.2701428904594
"E","B","D","B",21.2374690022877
"F","B","D","B",23.1086236449765
"G","B","D","B",25.0928479587148
"H","B","D","B",22.6470780026873
"I","B","D","B",30.377404381147
"J","B","D","B",25.4815396083709
"K","B","D","B",24.4711854466169
"L","B","D","B",19.537601465973
"M","B","D","B",25.3385330285214
"N","B","D","B",18.8198648485376
"O","B","D","B",23.0935175571245
"P","B","D","B",16.2179722316599
"Q","B","D","B",18.3585061622386
"R","B","D","B",8.21391035557519
"S","B","D","B",12.3892058159601
"T","B","D","B",12.692691333262
"U","B","D","B",17.8490246547952
"A","C","D","B",1.534363148165
"B","C","D","B",2.32723606910314
"C","C","D","B",2.1097426863848
"D","C","D","B",4.26799400448484
"E","C","D","B",3.40246615415191
"F","C","D","B",2.58285693555782
"G","C","D","B",2.65329565011201
"H","C","D","B",1.34758792933878
"I","C","D","B",2.71515794427948
"J","C","D","B",3.15678037325682
"K","C","D","B",3.33989405949618
"L","C","D","B",2.50862073177646
"M","C","D","B",4.22882388967583
"N","C","D","B",2.11907991179529
"O","C","D","B",2.71558650584663
"P","C","D","B",2.64637324679331
"Q","C","D","B",1.9396119323821
"R","C","D","B",0.38354326644294
"S","C","D","B",0.805431740082544
"T","C","D","B",1.89603193962516
"U","C","D","B",1.39586073400058
"A","D","D","B",1.16450550501388
"B","D","D","B",2.29558358081247
"C","D","D","B",3.80712678917807
"D","D","D","B",2.77700768636149
"E","D","D","B",2.61119117243576
"F","D","D","B",2.72744826761426
"G","D","D","B",3.52650760934763
"H","D","D","B",2.44163198923995
"I","D","D","B",4.96859089554955
"J","D","D","B",3.93541406212219
"K","D","D","B",6.10090899604582
"L","D","D","B",3.66567862283774
"M","D","D","B",4.02993338654445
"N","D","D","B",2.896491116334
"O","D","D","B",3.44784428279284
"P","D","D","B",3.09157986476688
"Q","D","D","B",2.11113789178598
"R","D","D","B",0.672630749940903
"S","D","D","B",1.36357286355229
"T","D","D","B",1.7805507179339
"U","D","D","B",2.00585187013395
"A","E","D","B",1.48085401453829
"B","E","D","B",1.22171289254713
"C","E","D","B",0.768627133032393
"D","E","D","B",3.14161647552239
"E","E","D","B",1.52546619519248
"F","E","D","B",2.73838999418221
"G","E","D","B",2.64718085648916
"H","E","D","B",1.73944702340052
"I","E","D","B",2.08331947133625
"J","E","D","B",3.1940815160904
"K","E","D","B",2.70688279048738
"L","E","D","B",1.29828300147478
"M","E","D","B",3.45681418848515
"N","E","D","B",2.55326217091824
"O","E","D","B",1.94006605744265
"P","E","D","B",1.6465080923976
"Q","E","D","B",1.18647140374741
"R","E","D","B",0.95496809680892
"S","E","D","B",0.639741060642676
"T","E","D","B",0.31787785935258
"U","E","D","B",0.795320851380476
"A","F","D","B",0.866071764442814
"B","F","D","B",2.13095296170693
"C","F","D","B",0.425405326127466
"D","F","D","B",3.45108634925824
"E","F","D","B",2.34230744416113
"F","F","D","B",1.10662700280071
"G","F","D","B",1.77043227566344
"H","F","D","B",1.59878485162598
"I","F","D","B",3.46807715708791
"J","F","D","B",2.42679971650842
"K","F","D","B",0.936375767549782
"L","F","D","B",2.194866213042
"M","F","D","B",2.06960519432033
"N","F","D","B",1.62779157392277
"O","F","D","B",1.37319120269708
"P","F","D","B",1.8913995219275
"Q","F","D","B",1.05905873387295
"R","F","D","B",0.0869160795610728
"S","F","D","B",0.563742455733831
"T","F","D","B",0.80184443234529
"U","F","D","B",1.86695899970082
"A","A","E","B",2.03193490470573
"B","A","E","B",6.7184511788881
"C","A","E","B",6.29944281384758
"D","A","E","B",8.78564167153102
"E","A","E","B",6.17494812058741
"F","A","E","B",7.13793833484272
"G","A","E","B",6.8604510408638
"H","A","E","B",6.91111001227662
"I","A","E","B",6.65228223994716
"J","A","E","B",8.6558211194754
"K","A","E","B",5.84874554482147
"L","A","E","B",7.96061304801029
"M","A","E","B",8.16784510742654
"N","A","E","B",5.57478045654243
"O","A","E","B",5.97442681189685
"P","A","E","B",5.03391283980269
"Q","A","E","B",4.77752846554197
"R","A","E","B",2.68205875460518
"S","A","E","B",3.33741850940391
"T","A","E","B",3.15878712877829
"U","A","E","B",3.46973668126743
"A","B","E","B",1.36231795174375
"B","B","E","B",5.1167170538981
"C","B","E","B",6.9571666421587
"D","B","E","B",5.0043132062113
"E","B","E","B",6.41839379488831
"F","B","E","B",7.63788288908971
"G","B","E","B",6.44596306104855
"H","B","E","B",6.74060003853305
"I","B","E","B",8.79031296451417
"J","B","E","B",6.94304621089259
"K","B","E","B",7.52812269261136
"L","B","E","B",5.98302067953837
"M","B","E","B",7.8611536605336
"N","B","E","B",5.97500079592705
"O","B","E","B",5.86180728816714
"P","B","E","B",4.14499158310263
"Q","B","E","B",5.58273034512348
"R","B","E","B",2.41866471797644
"S","B","E","B",3.34243789269962
"T","B","E","B",3.85899024741131
"U","B","E","B",4.76148405728985
"A","C","E","B",0.841105659253549
"B","C","E","B",1.68291933770191
"C","C","E","B",1.39662764215448
"D","C","E","B",2.30873904641029
"E","C","E","B",2.3198744878357
"F","C","E","B",1.69087778429035
"G","C","E","B",1.47210818782877
"H","C","E","B",1.37624704157813
"I","C","E","B",1.9742508051858
"J","C","E","B",1.87991867062998
"K","C","E","B",2.38745213838759
"L","C","E","B",2.11085408489727
"M","C","E","B",2.07192873547634
"N","C","E","B",1.50580791850892
"O","C","E","B",1.2476349840149
"P","C","E","B",1.64152183865771
"Q","C","E","B",1.46803652204279
"R","C","E","B",0.632555897413137
"S","C","E","B",0.78292887912754
"T","C","E","B",0.657521563256165
"U","C","E","B",0.78065882046618
"A","D","E","B",0.510618263735511
"B","D","E","B",1.30385332408418
"C","D","E","B",1.74803711496422
"D","D","E","B",2.19566048227948
"E","D","E","B",1.29958493556137
"F","D","E","B",1.34727413561635
"G","D","E","B",1.46777139719572
"H","D","E","B",1.42585137420242
"I","D","E","B",2.33390881219009
"J","D","E","B",2.56572237126486
"K","D","E","B",2.58014391890304
"L","D","E","B",1.9775932708616
"M","D","E","B",1.59721029487572
"N","D","E","B",1.39545647409549
"O","D","E","B",1.04684558122829
"P","D","E","B",1.63578142066415
"Q","D","E","B",1.00188048725874
"R","D","E","B",0.47406469602207
"S","D","E","B",0.821115253943698
"T","D","E","B",0.845976851110421
"U","D","E","B",1.02138531996725
"A","E","E","B",1.26161701226154
"B","E","E","B",2.09886144840906
"C","E","E","B",2.06770706240374
"D","E","E","B",3.54368952091993
"E","E","E","B",2.1695960564038
"F","E","E","B",2.66003968241371
"G","E","E","B",2.17927813801605
"H","E","E","B",2.291117049557
"I","E","E","B",2.8108368784214
"J","E","E","B",2.62522771296205
"K","E","E","B",2.32071653462061
"L","E","E","B",2.28702010858684
"M","E","E","B",2.78885488906278
"N","E","E","B",2.05089566029519
"O","E","E","B",1.93295670698423
"P","E","E","B",1.69784702327671
"Q","E","E","B",1.45525796752067
"R","E","E","B",0.918651299121519
"S","E","E","B",0.894015665907469
"T","E","E","B",0.528216944323638
"U","E","E","B",1.39157936758246
"A","F","E","B",0.561868436607228
"B","F","E","B",1.22624295097184
"C","F","E","B",0.629397362286077
"D","F","E","B",1.90775269120749
"E","F","E","B",1.33556746898205
"F","F","E","B",1.09431053323015
"G","F","E","B",1.09101667847747
"H","F","E","B",1.20294480655124
"I","F","E","B",2.15258047835081
"J","F","E","B",1.26352692537554
"K","F","E","B",1.0701710769498
"L","F","E","B",1.39181307808807
"M","F","E","B",1.17511690250198
"N","F","E","B",1.07306060188619
"O","F","E","B",0.811917339729124
"P","F","E","B",1.26907112684115
"Q","F","E","B",0.842926440590844
"R","F","E","B",0.404719975337858
"S","F","E","B",0.445957442844108
"T","F","E","B",0.318451606272629
"U","F","E","B",0.311878136736236
"A","A","F","B",1.82082317443614
"B","A","F","B",5.40609571832872
"C","A","F","B",4.4842599577207
"D","A","F","B",8.40881361065079
"E","A","F","B",4.58542330510345
"F","A","F","B",6.29696152331392
"G","A","F","B",6.95704355393023
"H","A","F","B",3.64774591743841
"I","A","F","B",6.45317051607125
"J","A","F","B",7.03550443692677
"K","A","F","B",5.41686669432553
"L","A","F","B",8.50920920520525
"M","A","F","B",6.3552867517739
"N","A","F","B",5.48900824357467
"O","A","F","B",5.76037373261013
"P","A","F","B",4.96390246725367
"Q","A","F","B",5.56127484018464
"R","A","F","B",2.39153829847969
"S","A","F","B",3.0478882117098
"T","A","F","B",3.66772150935494
"U","A","F","B",4.92201555861939
"A","B","F","B",2.74872485349656
"B","B","F","B",5.33730272623153
"C","B","F","B",7.29868160996651
"D","B","F","B",7.37194548953994
"E","B","F","B",6.47815509699566
"F","B","F","B",6.76127391812903
"G","B","F","B",7.5112924256909
"H","B","F","B",6.14996241481827
"I","B","F","B",9.51105738908992
"J","B","F","B",8.97334908655437
"K","B","F","B",6.3885153775059
"L","B","F","B",7.36283308959513
"M","B","F","B",6.2688207213416
"N","B","F","B",6.10473046709545
"O","B","F","B",7.42468576873812
"P","B","F","B",5.26350570270523
"Q","B","F","B",5.83719882374666
"R","B","F","B",2.93911184239309
"S","B","F","B",3.48994268025757
"T","B","F","B",3.39990812269727
"U","B","F","B",4.84201977515413
"A","C","F","B",1.89856575228637
"B","C","F","B",1.0103552998533
"C","C","F","B",1.02663463909392
"D","C","F","B",2.11479425231224
"E","C","F","B",2.16267764314866
"F","C","F","B",0.97426353210063
"G","C","F","B",1.43302715374018
"H","C","F","B",0.653241659020564
"I","C","F","B",1.18824068945501
"J","C","F","B",1.96482975951008
"K","C","F","B",1.51249118020759
"L","C","F","B",1.6927294973782
"M","C","F","B",1.68487823178261
"N","C","F","B",1.54635628991655
"O","C","F","B",1.07420561646902
"P","C","F","B",1.26818882909302
"Q","C","F","B",1.31249748654607
"R","C","F","B",0.807368048692075
"S","C","F","B",0.369963348809137
"T","C","F","B",1.06691068839319
"U","C","F","B",0.6856575213575
"A","D","F","B",2.18823284939944
"B","D","F","B",3.09691083486768
"C","D","F","B",3.11387165019495
"D","D","F","B",2.85103063455655
"E","D","F","B",2.51251066376557
"F","D","F","B",1.25468384902229
"G","D","F","B",2.74997755400755
"H","D","F","B",2.26152795599023
"I","D","F","B",3.69680415937145
"J","D","F","B",4.10271182756141
"K","D","F","B",2.10774194741596
"L","D","F","B",2.94095741486247
"M","D","F","B",3.14886206275314
"N","D","F","B",2.04653349104982
"O","D","F","B",1.96815593345992
"P","D","F","B",2.42478133855531
"Q","D","F","B",1.34852744548811
"R","D","F","B",0.812355383802333
"S","D","F","B",0.798812875504185
"T","D","F","B",1.21057183018815
"U","D","F","B",1.46608702027771
"A","E","F","B",1.6335472060137
"B","E","F","B",1.30186048194711
"C","E","F","B",1.54120233761725
"D","E","F","B",2.64947935294645
"E","E","F","B",1.61690761958292
"F","E","F","B",1.75737257695573
"G","E","F","B",1.58646567770839
"H","E","F","B",2.22555322249756
"I","E","F","B",1.07790386276282
"J","E","F","B",3.12845014232013
"K","E","F","B",2.16528853762996
"L","E","F","B",1.72780169307442
"M","E","F","B",1.65146248785258
"N","E","F","B",1.52629285829866
"O","E","F","B",1.59184107763402
"P","E","F","B",1.46892150820854
"Q","E","F","B",1.51765980112574
"R","E","F","B",0.84784217089804
"S","E","F","B",0.59540873996141
"T","E","F","B",1.26487391137935
"U","E","F","B",1.63782131867252
"A","F","F","B",1.09246840254564
"B","F","F","B",0.59630129389582
"C","F","F","B",0.245349346598939
"D","F","F","B",1.17834443895775
"E","F","F","B",1.13754504691163
"F","F","F","B",0.42137721389029
"G","F","F","B",0.943701409915801
"H","F","F","B",0.760317575577662
"I","F","F","B",1.58793866800571
"J","F","F","B",1.53843421602746
"K","F","F","B",1.23192498340514
"L","F","F","B",0.903005817172026
"M","F","F","B",1.02936874440873
"N","F","F","B",0.583425997951614
"O","F","F","B",0.237875855011888
"P","F","F","B",0.728820482384863
"Q","F","F","B",0.855565148508036
"R","F","F","B",0.312547276208364
"S","F","F","B",0.469270229130439
"T","F","F","B",0.421398341384678
"U","F","F","B",0.358493053782829
"A","A","A","C",0.401811307862688
"B","A","A","C",2.45463531949462
"C","A","A","C",3.3390172721595
"D","A","A","C",3.43043429101784
"E","A","A","C",4.23362710476079
"F","A","A","C",2.3798367303789
"G","A","A","C",3.27229282079447
"H","A","A","C",2.28562297038998
"I","A","A","C",2.20535585177724
"J","A","A","C",3.89465140436755
"K","A","A","C",1.75707584267109
"L","A","A","C",4.17861075618793
"M","A","A","C",2.72492357698613
"N","A","A","C",2.1427669444519
"O","A","A","C",1.69994835353093
"P","A","A","C",1.2598395369553
"Q","A","A","C",2.10334185746039
"R","A","A","C",1.91756389986672
"S","A","A","C",1.42465492010175
"T","A","A","C",0.69123715527429
"U","A","A","C",1.2348253461635
"A","B","A","C",0.678362897018084
"B","B","A","C",0.883936879642952
"C","B","A","C",1.56872604292009
"D","B","A","C",1.24693181498634
"E","B","A","C",2.05103551287718
"F","B","A","C",1.77162557011662
"G","B","A","C",1.1798842304101
"H","B","A","C",1.43932108749981
"I","B","A","C",2.17292709340116
"J","B","A","C",2.10377988153756
"K","B","A","C",2.59961649375447
"L","B","A","C",2.0038475022283
"M","B","A","C",1.44916512641473
"N","B","A","C",1.84627315986849
"O","B","A","C",1.70199062144749
"P","B","A","C",0.918691226909726
"Q","B","A","C",0.684481288753728
"R","B","A","C",1.3361228885753
"S","B","A","C",0.484868120259111
"T","B","A","C",0.376516428246049
"U","B","A","C",0.733227615946301
"A","C","A","C",2.92590447838325
"B","C","A","C",3.34489857270326
"C","C","A","C",5.26650384445119
"D","C","A","C",5.63409111976696
"E","C","A","C",7.08249522142488
"F","C","A","C",4.39315258208167
"G","C","A","C",4.53820906800798
"H","C","A","C",3.0469448673595
"I","C","A","C",6.49012372837954
"J","C","A","C",5.11705359273047
"K","C","A","C",3.84049045515596
"L","C","A","C",5.32332814037016
"M","C","A","C",4.16131808107867
"N","C","A","C",4.29123268529089
"O","C","A","C",3.53516797439321
"P","C","A","C",3.00947321807248
"Q","C","A","C",3.61900060783355
"R","C","A","C",3.21083754246031
"S","C","A","C",1.98727907835891
"T","C","A","C",1.83717683550253
"U","C","A","C",2.16113664090099
"A","D","A","C",2.6126231131913
"B","D","A","C",2.03295068708252
"C","D","A","C",3.91022104459816
"D","D","A","C",4.93194906453147
"E","D","A","C",5.54218943253701
"F","D","A","C",3.02966150275146
"G","D","A","C",3.67992568903074
"H","D","A","C",2.59611154734891
"I","D","A","C",6.04560926816134
"J","D","A","C",3.54321515290114
"K","D","A","C",2.96879378588923
"L","D","A","C",5.20944431781566
"M","D","A","C",2.60815525393202
"N","D","A","C",3.48749739321942
"O","D","A","C",4.77849149420744
"P","D","A","C",2.60375023339138
"Q","D","A","C",3.88932204123626
"R","D","A","C",3.364997026657
"S","D","A","C",1.64858361332012
"T","D","A","C",2.28426549192377
"U","D","A","C",1.62633683423815
"A","E","A","C",2.50893101992371
"B","E","A","C",3.41645834921411
"C","E","A","C",5.24354693979166
"D","E","A","C",5.81291468415755
"E","E","A","C",7.05924800634952
"F","E","A","C",4.94807492988002
"G","E","A","C",4.8201097052876
"H","E","A","C",3.9688256785801
"I","E","A","C",5.68150893798701
"J","E","A","C",4.59205305442326
"K","E","A","C",3.76976791338419
"L","E","A","C",6.6494138609873
"M","E","A","C",3.95424046973048
"N","E","A","C",3.92680137401869
"O","E","A","C",4.57404332932133
"P","E","A","C",3.03635603453032
"Q","E","A","C",4.55458814300321
"R","E","A","C",2.80085342117346
"S","E","A","C",1.7049943917193
"T","E","A","C",2.08539203869033
"U","E","A","C",3.38824581126112
"A","F","A","C",1.37397851010449
"B","F","A","C",1.7939147247366
"C","F","A","C",2.86560228962227
"D","F","A","C",3.30615849229811
"E","F","A","C",4.00769878486471
"F","F","A","C",2.46235968961254
"G","F","A","C",2.24982817249183
"H","F","A","C",1.55491557148231
"I","F","A","C",3.4875426318146
"J","F","A","C",2.69869636174233
"K","F","A","C",1.67742237730075
"L","F","A","C",2.57138733730543
"M","F","A","C",2.00026090014161
"N","F","A","C",2.21133094964005
"O","F","A","C",1.98279162996322
